ID;text;label
721;загрузка документа прерывается ошибкой 500 попробуйте позже;APP_TECH
722;Выписка показала списание 1 290 руб. «OnlShop*Media». Я в это время ничего не оплачивал. Верните.;FRAUD_SUSPECTED
723;смс с кодом пришла без запроса кто-то пытается войти;FRAUD_SUSPECTED
724;после входа пустая лента операций баланс не подгружается;APP_TECH
725;после смены ОКВЭД наложили заморозку что предоставить;ACCOUNT_SEIZED
726;кнопка отправить сообщение в чате не активна;APP_TECH
727;операция запрещена даже свой перевод внутри банка это из-за ареста;ACCOUNT_SEIZED
728;встроенный 3DS-браузер висит на белом экране;APP_TECH
729;селфи отклонено из-за мимики что именно сделать чтобы приняли;KYC_VERIFICATION
730;срок действия истёк перевыпуск задерживается онлайн платежи не идут;CARD_ISSUE
731;настройка push возвращается в выкл после перезапуска;APP_TECH
732;прошу частично снять ограничения для оплаты аренды;ACCOUNT_SEIZED
733;доставка перевыпуска задерживается уже 10 дней где карта;CARD_ISSUE
734;веб пускает, мобильное через Wi-Fi даёт 403. Через LTE заходит.;APP_LOGIN
735;пополнение брокерского счёта отклонено по правилам банка причина не указана;PAYMENT_OUT_FAIL
736;приложение зависает на главном экране баланс не подгружается;APP_TECH
737;виджет баланса показывает ноль на экране другая сумма;APP_TECH
738;получил постановление ФССП дайте реквизиты куда платить;ACCOUNT_SEIZED
739;первый вход ок, второй раз «слишком много попыток» блок на 24 часа;APP_LOGIN
740;после обновления 13.1 главный экран пустой баланс не грузится;APP_TECH
741;перешёл на фальшивый сайт похожий на ваш ввёл логин/пароль;FRAUD_SUSPECTED
742;Веб-кабинет пускает, мобильное — пишет «аккаунт не найден».;APP_LOGIN
743;swift eur отправлен 4 дня назад статус неизвестен;INCOMING_DELAY
744;Получил письмо «подтвердите аккаунт», перешёл по ссылке и ввёл данные. Теперь переживаю. Проверьте доступы.;FRAUD_SUSPECTED
745;просим временно снять блок для оплаты аренды;ACCOUNT_SEIZED
746;Сброс пароля: ссылка истекает сразу после открытия. Почта корпоративная.;APP_LOGIN
747;лимит исходящих по проверке снижен прошу уточнить и вернуть;ACCOUNT_SEIZED
748;виртуальная карта исчезла из приложения оплата перестала проходить;CARD_ISSUE
749;Сменил оператора, теперь при входе «подтвердите устройство». Ничего не приходит.;APP_LOGIN
750;неизвестная подписка оформилась сама 1190 отменить и вернуть;FRAUD_SUSPECTED
751;платеж прошел дважды нужно отменить один из них;FRAUD_SUSPECTED
752;Код подтверждения входа не приходит ни в смс ни в push уже 20 минут;APP_LOGIN
753;пополнение брокерского отклонено по правилам банка причина не указана;PAYMENT_OUT_FAIL
754;платёж за парковку списан дважды квитанция одна;FRAUD_SUSPECTED
755;ограничение операций пока идет kyc как платить коммуналку;ACCOUNT_SEIZED
756;оставили меньше прожиточного как вернуть часть средств;ACCOUNT_SEIZED
757;Ошибка аутентификации 401 при входе через e-mail. Сброс пароля не помогает.;APP_LOGIN
758;проценты по вкладу задержались обычно 1 числа сегодня нет;INCOMING_DELAY
759;банкомат съел карту адрес Невский 14 как заблокировать и вернуть;CARD_ISSUE
760;судебный арест наложен ночью смс не было как получить копию;ACCOUNT_SEIZED
761;приложение переустанавливал кэш чистил проблема осталась;APP_TECH
762;инн вводится правильно но поле ругается формат невалидный;KYC_VERIFICATION
763;новая карта не активируется автоответчик сбрасывает звонок;CARD_ISSUE
764;привязка к кошельку не завершается эмитент не поддерживает;CARD_ISSUE
765;хочу временно поднять лимит на снятие банкомат отказал;CARD_ISSUE
766;аккаунт помечен службой безопасности куда загружать объяснения;ACCOUNT_SEIZED
767;выписка показывает неизвестный интернет магазин отмените;FRAUD_SUSPECTED
768;веб работает, мобильное пишет «аккаунт не найден», данные те же;APP_LOGIN
769;не получается снять наличные банкомат пишет лимит исчерпан это не так;CARD_ISSUE
770;анкета не сохраняется несоответствие даты рождения дата верная;KYC_VERIFICATION
771;Зарплата обычно утром сегодня до вечера не пришла проверьте;INCOMING_DELAY
772;загрузка документа завершается ошибкой 500;APP_TECH
773;проверка по 115 фз затянулась на пятые сутки дайте статус;ACCOUNT_SEIZED
774;в приложении две одинаковые карты одна серым;CARD_ISSUE
775;Списали подписку, которой не подключал. В выписке «ProPlus 1190». Нужен возврат.;FRAUD_SUSPECTED
776;банкомат выдал ошибку захвата карта внутри как вернуть;CARD_ISSUE
777;перевод по swift usd отклонен банком посредником что исправить;PAYMENT_OUT_FAIL
778;видео живости прошло но статус не прошли проверку;KYC_VERIFICATION
779;Два одинаковых листинга операции в истории, списание одно. Почему дублируется?;FRAUD_SUSPECTED
780;нужно подтвердить источник средств куда грузить 2-НДФЛ;KYC_VERIFICATION
781;CVV не отображается в приложении из-за этого не оплатить сервис;CARD_ISSUE
782;115 фз проверка источник средств операции остановлены список документов;ACCOUNT_SEIZED
783;адрес подтверждения не приняли квитанция читаема свежая;KYC_VERIFICATION
784;возврат магазина оформили 8 дней назад на счёте пусто;INCOMING_DELAY
785;паспорт иностранный не принимается укажите поддерживаемые страны;KYC_VERIFICATION
786;кэшбэк обещали до 5 рабочих прошло 9 все еще ноль;INCOMING_DELAY
787;после смены ОКВЭД наложили заморозку что предоставить;ACCOUNT_SEIZED
788;операция запрещена даже внутри банка это точно из-за ареста;ACCOUNT_SEIZED
789;возврат по спорной операции согласован но денег нет 5 день;INCOMING_DELAY
790;3-D Secure не грузится платёж отменяется магазин пишет пробуйте позже;PAYMENT_OUT_FAIL
791;банкомат удержал карту и выключился что делать;CARD_ISSUE
792;неверно указан налоговый статус из-за этого ограничения;ACCOUNT_SEIZED
793;фото бликует пишут низкое качество какие требования к свету;KYC_VERIFICATION
794;арест от ФССП без уведомления дайте реквизиты оплаты постановления;ACCOUNT_SEIZED
795;терминалы часто отказывают оплата проходит со второй попытки;CARD_ISSUE
796;регулярный платёж за интернет не списался хотя средства были;PAYMENT_OUT_FAIL
797;код из смс приходит с короткого номера и уже просрочен не успеваю;APP_LOGIN
798;поступления от клиентов разворачиваются из-за блокировки снимите временно;ACCOUNT_SEIZED
799;подписал согласие на проверку данных в приложении но кнопка отправить не активна;KYC_VERIFICATION
800;Локальная биометрия выключилась после обновления, теперь просит старый пароль которого нет;APP_LOGIN
801;ввожу логин/пароль правильно, сразу 401 раньше входил без проблем;APP_LOGIN
802;SEPA с Польши обычно сутки сейчас третий день пусто;INCOMING_DELAY
803;банкомат списал наличные и выдал ошибку деньги не получил, помогите;CARD_ISSUE
804;перевод по номеру телефона задерживается у отправителя списано;INCOMING_DELAY
805;нужен временный рост лимита на снятие банкомат отказал;CARD_ISSUE
806;выплата страховой задерживается второй день статус неизвестен;INCOMING_DELAY
807;возврат по спору согласован но денег не поступило;INCOMING_DELAY
808;SEPA перевод CHF отправлен банк говорит ждите у меня ноль;INCOMING_DELAY
809;виджет баланса показывает ноль в приложении другая сумма;APP_TECH
810;На новом телефоне пишет «аккаунт не найден», на старом всё работает.;APP_LOGIN
811;лимит на снятие наличных слишком мал банкомат отказал как временно поднять;CARD_ISSUE
812;после запроса на разблокировку статус «на рассмотрении» третьи сутки;ACCOUNT_SEIZED
813;две одинаковые карты в приложении одна серая операции путаются;CARD_ISSUE
814;карта отказывает «проверка соответствия» почему блок;ACCOUNT_SEIZED
815;поступление кредита одобрено но деньги не пришли уже 2 дня;INCOMING_DELAY
816;пластик выгнут терминалы иногда не читают прошу выпуск новой;CARD_ISSUE
817;Приставы наложили арест, но уведомление не пришло. Подскажите номер для оплаты постановления.;ACCOUNT_SEIZED
818;операция запрещена даже свой перевод внутри банка это из-за ареста;ACCOUNT_SEIZED
819;экспорт выписки в csv создаёт пустой файл;APP_TECH
820;попросили справку об адресе проживаю по договору найма что подойдёт;KYC_VERIFICATION
821;операции по мелким суммам списались подряд без моего участия;FRAUD_SUSPECTED
822;push для подтверждения входа не приходит уже третий день;APP_LOGIN
823;пришло смс с кодом входа я не входил закройте доступ;FRAUD_SUSPECTED
824;Пароль верный, пишет «неверно». Ссылка на сброс приходит, но после смены снова ошибка.;APP_LOGIN
825;списание больше чем в чеке разница 85 рублей;FRAUD_SUSPECTED
826;Кнопка «Отправить» в чате поддержки не активна, не могу написать сообщение.;APP_TECH
827;международный перевод в GBP не создается поле IBAN отсутствует как отправить;PAYMENT_OUT_FAIL
828;карта треснула терминалы часто отказывают нужна срочная замена;CARD_ISSUE
829;после смены телефона просит подтвердить устройство а подтверждение не приходит как войти;APP_LOGIN
830;реестр зарплаты загрузили вчера у меня на счёте ноль;INCOMING_DELAY
831;Счёт заблокирован по 115-ФЗ, операции остановлены. Нужен список документов для проверки.;ACCOUNT_SEIZED
832;заявка на спор тянется десятый день ускорьте пожалуйста;FRAUD_SUSPECTED
833;ИНН вводится правильно поле ругается формат невалидный;KYC_VERIFICATION
834;селфи провал по мимике свет разный пробовал не проходит;KYC_VERIFICATION
835;магнитная полоса не читается чип иногда тоже отказывает;CARD_ISSUE
836;веб версия быстрая мобильная тормозит листать невозможно;APP_TECH
837;магнитная полоса не читается чип тоже даёт сбой;CARD_ISSUE
838;Получил уведомление: «операции ограничены по требованию органа». Что это и как снять запрет?;ACCOUNT_SEIZED
839;виджет баланса показывает ноль а в приложении сумма другая;APP_TECH
840;входящее по реквизитам внутри банка висит «обрабатывается» вторые сутки;INCOMING_DELAY
841;3-D Secure не открывается страница пустая платёж отменяется;PAYMENT_OUT_FAIL
842;физическая карта определяется как виртуальная терминалы отказывают;CARD_ISSUE
843;Пополнение брокерского счёта отклонено «по правилам банка». Поясните причину.;PAYMENT_OUT_FAIL
844;SWIFT-перевод USD отправили 2 дня назад, зачисления нет. Где посмотреть статус прохождения?;INCOMING_DELAY
845;подписка списалась три раза по 199 не подключал отмените;FRAUD_SUSPECTED
846;оплата в App Store проваливается без запроса 3ds кода;PAYMENT_OUT_FAIL
847;ошибка токенизации при добавлении в кошелёк;CARD_ISSUE
848;оплата телефона через шаблон падает с ошибкой 500;PAYMENT_OUT_FAIL
849;карта треснула терминалы отказывают нужна срочная замена;CARD_ISSUE
850;сменил часовой пояс теперь пишет проверьте время после синхронизации тоже не пускает;APP_LOGIN
851;нужно временно снять блок для оплаты аренды офис нельзя ждать;ACCOUNT_SEIZED
852;зачисление компенсации согласовали но денег нет уже 4 дня;INCOMING_DELAY
853;перевод международный рубли в тенге не проходит ограничение по валюте;PAYMENT_OUT_FAIL
854;паспорт другой страны не принимается укажите допустимые;KYC_VERIFICATION
855;на новом телефоне пишет «аккаунт не найден», на старом всё ещё залогинен;APP_LOGIN
856;captcha не отображается в мобильном браузере из-за этого не войти;APP_LOGIN
857;После очистки кэша просит подтвердить устройство, push не приходит, смс тоже.;APP_LOGIN
858;загрузил коммунальный счет как подтверждение адреса пишет документ не принят;KYC_VERIFICATION
859;карта не привязывается к кошельку пишет эмитент не поддерживает;CARD_ISSUE
860;Ошибка 429 слишком много попыток как снять блокировку;APP_LOGIN
861;Сняли операции по аресту, но реквизитов для оплаты постановления не прислали.;ACCOUNT_SEIZED
862;клиент перевел по номеру у него списалось у меня не зачислилось;INCOMING_DELAY
863;TOTP код из приложения не принимается возможно рассинхронизация часовой;APP_LOGIN
864;ошибка tls при подключении через общественный wi-fi;APP_TECH
865;карта определяется как виртуальная хотя физическая терминалы отказывают;CARD_ISSUE
866;Добрый вечер, счёт заблокирован по требованию органа операции запрещены что делать?;ACCOUNT_SEIZED
867;после смены e-mail пишет «неверный логин», доступ потерял;APP_LOGIN
868;лимиты в приложении поменялись без меня подозреваю взлом;FRAUD_SUSPECTED
869;приложение предлагает привязать номер пишет занят другим;APP_LOGIN
870;Покупка в онлайне не прошла, деньги списались и вернулись через минуту. Что это?;PAYMENT_OUT_FAIL
871;селфи не проходит пишет поверните голову поворачиваю не помогает;KYC_VERIFICATION
872;верификация отклонена причина «некорректный документ» фото чёткое;KYC_VERIFICATION
873;доставка карты задерживается уже 10 дней где статус;CARD_ISSUE
874;перевод по реквизитам юрлица отклонен требуется договор укажите форму назначения;PAYMENT_OUT_FAIL
875;KYC на паузе 48 часов: статус «проверка». Можно ускорить? Нужны сроки.;KYC_VERIFICATION
876;видео с живостью загружается но пишет не прошли проверку;KYC_VERIFICATION
877;платеж по QR от поставщика пишет квитанция недоступна;PAYMENT_OUT_FAIL
878;пластик треснул терминалы отказывают нужна срочная замена;CARD_ISSUE
879;новая карта не активируется по телефону автоответчик сбрасывает;CARD_ISSUE
880;попытались оформить на меня кредит я не подавал;FRAUD_SUSPECTED
881;открываю магический линк на телефоне и он открывается на компьютере как сменить;APP_LOGIN
882;виртуальная карта не создается ошибка попробуйте позже;CARD_ISSUE
883;смена фамилии документы отправлены 6 дней статус «на проверке»;KYC_VERIFICATION
884;бесконтактная не работает терминал просит вставить карта магнитная ок;CARD_ISSUE
885;комплаенс запросил выписки загрузил пришёл ответ недостаточно что ещё;ACCOUNT_SEIZED
886;Здравствуйте! Оплата коммуналки — «операция невозможна, попробуйте позже», пробовал 4 раза.;PAYMENT_OUT_FAIL
887;Верификация устройства висит «ожидание» уже час, пуш ни разу не пришёл.;APP_LOGIN
888;увидел чужой перевод на мой счёт потом списали обратно объясните что это было;FRAUD_SUSPECTED
889;сканер qr не запускается нет доступа к камере хотя разрешения выданы;APP_TECH
890;онлайн-оплата не проходит пишет карта неактивна хотя активировал;CARD_ISSUE
891;после смены налогового статуса пришла заморозка какие бумаги нужны;ACCOUNT_SEIZED
892;привязка к gpay/apple pay не завершается ошибка;CARD_ISSUE
893;сервис списал больше чем в чеке нужна корректировка суммы;PAYMENT_OUT_FAIL
894;блокировка по 115-ФЗ операции остановлены список документов;ACCOUNT_SEIZED
895;PIN заблокирован после неверных попыток как сменить дистанционно;CARD_ISSUE
896;настройка push сохраняется но после перезапуска снова выключено;APP_TECH
897;анкета отклонена по причине низкое качество изображения перезалил снова отклонено;KYC_VERIFICATION
898;кэшбэк до 5 рабочих прошло 9 ничего не начислили;INCOMING_DELAY
899;ограничение без причин в приложении только обратитесь в банк;ACCOUNT_SEIZED
900;после банкомата пошли мелкие списания похоже скимминг;FRAUD_SUSPECTED
901;карта просрочена перевыпуск задерживается онлайн платежи падают;CARD_ISSUE
902;поступление с маркетплейса обычно день в день сегодня нет;INCOMING_DELAY
903;подтверждение адреса отклонено квитанция жкх свежая почему;KYC_VERIFICATION
904;Перевод по номеру телефона завис в обработке уже час.;PAYMENT_OUT_FAIL
905;звонили представились безопасностью просили код я не говорил;FRAUD_SUSPECTED
906;При входе просит капчу, ввожу правильно, всё равно ошибка «попробуйте позже».;APP_LOGIN
907;кнопка «Войти» не активна хотя поля заполнены корректно;APP_LOGIN
908;перевод из криптобиржи в фиате отправлен но банк пишет требуется время на проверку денег нет;INCOMING_DELAY
909;подтверждение адреса если живу по договору найма что подойдёт;KYC_VERIFICATION
910;документы отправил неделю назад статус «на рассмотрении» как ускорить;ACCOUNT_SEIZED
911;входящее по реквизитам внутри банка «обрабатывается» вторые сутки;INCOMING_DELAY
912;перевод внутри банка отклонён операция запрещена из-за ограничений;PAYMENT_OUT_FAIL
913;видео идентификация обрывается на 30 секунде повторите позже;KYC_VERIFICATION
914;после смены налогового режима наложили ограничения нужны пояснения;ACCOUNT_SEIZED
915;после загрузки ИНН три дня висит на проверке без изменений;KYC_VERIFICATION
916;видео идентификация обрывается на 20 секунде выдает повторите позже;KYC_VERIFICATION
917;забыл пин на вход пробовал три раза теперь блок 24 часа можно раньше;APP_LOGIN
918;после ввода кода push кнопка подтвердить не нажимается;APP_LOGIN
919;уведомление об аресте на почту в приложении пусто поясните;ACCOUNT_SEIZED
920;TLS-ошибка при подключении через общественный Wi-Fi;APP_TECH
921;счет бизнеса заморожен не платим подрядчикам дайте чеклист;ACCOUNT_SEIZED
922;Перевод по номеру телефона висит в обработке уже час, деньги не списаны.;PAYMENT_OUT_FAIL
923;карта не привязывается к кошельку эмитент не поддерживает;CARD_ISSUE
924;селфи засчитывается как несоответствие мимики что значит и как пройти;KYC_VERIFICATION
925;лимиты изменились без меня подозреваю взлом аккаунта;FRAUD_SUSPECTED
926;ошибка 504 при переходе в каталог платежей;APP_TECH
927;PIN заблокирован после неверных попыток, как установить новый онлайн без визита?;CARD_ISSUE
928;CVV в приложении не раскрывается, из-за этого не могу оплатить подписку. Как показать код?;CARD_ISSUE
929;анкета kyc зависает на последнем шаге крутится без конца;KYC_VERIFICATION
930;Android 14, открываю раздел «Шаблоны» — вечная загрузка, кнопки не нажимаются.;APP_TECH
931;в выписке нашёл две одинаковые операции сумма 640 оба списались верните одну;FRAUD_SUSPECTED
932;Подтверждение адреса отклонено, хотя ЖКХ-счёт свежий. Что именно не так?;KYC_VERIFICATION
933;включение входа по отпечатку выдаёт biometric api error;APP_TECH
934;biometric api error при попытке включить вход по отпечатку;APP_TECH
935;Дублирование списания после NFC-оплаты, две одинаковые суммы. Отмените одну.;FRAUD_SUSPECTED
936;входящий перевод в тенге отправлен конвертации и зачисления нет;INCOMING_DELAY
937;ограничение операций без пояснений нужен контакт для разблокировки;ACCOUNT_SEIZED
938;пишет проверьте дату и время синхронизировал все равно не пускает;APP_LOGIN
939;звонили из безопасности просили код не сообщал но переживаю;FRAUD_SUSPECTED
940;приложение просит капчу но она не грузится из-за этого не авторизоваться;APP_LOGIN
941;карта в магазинах отклоняется пишет проверка соответствия почему;ACCOUNT_SEIZED
942;перевод 15000 по сбп уже 3 часа обрабатывается;PAYMENT_OUT_FAIL
943;CVV не отображается в приложении из-за этого не оплатить сервис, что делать?;CARD_ISSUE
944;вижу в выписке магазин которого не знаю отмена операции;FRAUD_SUSPECTED
945;заблокирован перевод внутри банка из-за проверок объясните;ACCOUNT_SEIZED
946;ограничение без описания причины куда обращаться;ACCOUNT_SEIZED
947;лимит на снятие мал банкомат отказал как временно поднять;CARD_ISSUE
948;веб пускает мобильное пишет аккаунт не найден странно;APP_LOGIN
949;номер карты виден CVV скрыт кнопка показать не работает;CARD_ISSUE
950;требуется подтверждение назначения платежей для разблокировки дайте форму;ACCOUNT_SEIZED
951;Слишком много попыток входа (429). Как снять блокировку и войти?;APP_LOGIN
952;выплата партнера пришла частично остатка нет уже 4 дня;INCOMING_DELAY
953;Оплата коммуналки: «операция невозможна, повторите позже», несколько раз пробовал.;PAYMENT_OUT_FAIL
954;подписка на сервис о которой не знаю списывает 299 ежемесячно отключите;FRAUD_SUSPECTED
955;после смены почты система не узнаёт логин как вернуть доступ;APP_LOGIN
956;увидел вход с неизвестного устройства я не логинился;FRAUD_SUSPECTED
957;частичный возврат за товар прошел вторая часть висит;INCOMING_DELAY
958;регулярный платёж списался не полностью остаток висит;PAYMENT_OUT_FAIL
959;Пуши о поступлениях перестали приходить, в настройках уведомления включены. Исправьте.;APP_TECH
960;не пускает после смены телефона пишет «подтвердите устройство» push нет смс нет;APP_LOGIN
961;оставили меньше прожиточного прошу вернуть часть средств;ACCOUNT_SEIZED
962;возврат депозита брокером обещан вчера деньги не поступили;INCOMING_DELAY
963;получил письмо подтвердить аккаунт перешёл боюсь что фишинг;FRAUD_SUSPECTED
964;Пополнение кошелька отклонено «по правилам банка». Поясните.;PAYMENT_OUT_FAIL
965;СБП: «банк получателя недоступен», пробовал утром и вечером — одинаково.;PAYMENT_OUT_FAIL
966;получил ограничение операций по требованию органа нужен порядок действий;ACCOUNT_SEIZED
967;оспаривал операцию 2 недели статус рассмотрение ускорьте;FRAUD_SUSPECTED
968;Требуется подтверждение через старое устройство, доступа к нему нет.;APP_LOGIN
969;реестр зарплаты выгружен у коллег деньги есть у меня нет почему;INCOMING_DELAY
970;возврат депозита брокером обещали вчера но на счёте пусто;INCOMING_DELAY
971;карта не привязывается к кошельку пишет эмитент не поддерживает раньше работало;CARD_ISSUE
972;Не пускает из-за несоответствия часового пояса? Пишет «проверьте дату и время».;APP_LOGIN
973;просит подтвердить через старую сим карту номера уже нет;APP_LOGIN
974;арест дублируется на двух счетах один оплачен снимите повтор;ACCOUNT_SEIZED
975;срок действия вышел перевыпуск не пришел а онлайн платежи не идут;CARD_ISSUE
976;поступления от клиентов разворачиваются снимите частично;ACCOUNT_SEIZED
977;ИНН вводится правильно система ругается формат невалидный;KYC_VERIFICATION
978;покупка прошла дважды дублирование отмените одну;FRAUD_SUSPECTED
979;карта треснула терминалы часто отказывают нужна срочная замена;CARD_ISSUE
980;звонили «безопасность банка» просили код я не говорил;FRAUD_SUSPECTED
981;услуга связи оплачена дважды потому что завис терминал прошу отменить вторую;PAYMENT_OUT_FAIL
982;веб шустрый, мобильное приложение тормозит;APP_TECH
983;вид на жительство загружен система пишет неподходящий тип;KYC_VERIFICATION
984;статус KYC «отклонено» без пояснений где причины;KYC_VERIFICATION
985;страница паспорта обрезалась при кадрировании как исправить;KYC_VERIFICATION
986;двойной залог в отеле заблокировали сверх суммы освободите;FRAUD_SUSPECTED
987;онлайн оплата не проходит пишет карта заблокирована хотя активна;CARD_ISSUE
988;PDF-выписки не открываются пишет «файл повреждён»;APP_TECH
989;документы отправил неделю назад статус на рассмотрении как ускорить;ACCOUNT_SEIZED
990;3-D Secure страница не открывается, браузер пишет «истёк срок ожидания».;PAYMENT_OUT_FAIL
991;push не приходит ни один, из-за этого не могу входить и подтверждать операции;APP_LOGIN
992;Регулярный платёж ушёл дважды в один день, второй отменить.;PAYMENT_OUT_FAIL
993;оформился пробный период а списали полную стоимость;FRAUD_SUSPECTED
994;в истории операция из другого города я там не был;FRAUD_SUSPECTED
995;Неизвестный вход из другого города. Я не заходил. Проверьте активные сессии и закройте.;FRAUD_SUSPECTED
996;ошибка синхронизации профиля данные не сохраняются;APP_TECH
997;банкомат съел карту центральная 3 как заблокировать и вернуть;CARD_ISSUE
998;карта не привязывается к кошельку пишет эмитент не поддерживает;CARD_ISSUE
999;страницы паспорта обрезались при загрузке теперь отклонено что делать;KYC_VERIFICATION
1000;ночью операция в иностранном магазине я не платил;FRAUD_SUSPECTED
